longitude,latitude,time (YYYYMMDDHHMMSS),altitude (km),xco2 (ppm)
19.983852386474609,-24.741863250732422,20130515111445,1070.4683837890625,393.145
19.983102798461914,-24.73681640625,20130515111450,1071.04345703125,392.424
17.376607894897461,-24.303802490234375,20130515111455,1281.6085205078125,393.547
17.377132415771484,-24.300262451171875,20130515111459,1281.2774658203125,393.451
17.375631332397461,-24.29229736328125,20130515111504,1281.55224609375,393.081
16.705795288085938,-26.828283309936523,20130515111508,1416.9696044921875,390.888
16.705312728881836,-26.82539176940918,20130515111513,1420.260498046875,390.454
16.704751968383789,-26.822071075439453,20130515111518,1423.359130859375,391.383
19.370628356933594,-27.266199111938477,20130515111522,959.69146728515625,392.968
19.370563507080078,-27.264617919921875,20130515111527,959.57086181640625,393.362
19.369930267333984,-27.259231567382812,20130515111532,960.23486328125,392.239
22.02165412902832,-27.837650299072266,20130515111536,1038.8326416015625,394.485
22.020744323730469,-27.831232070922852,20130515111545,1038.18994140625,393.613
21.450759887695312,-30.392398834228516,20130515111550,987.769775390625,393.231
21.450525283813477,-30.38899040222168,20130515111555,986.7103271484375,393.345
21.452194213867188,-30.385368347167969,20130515111559,986.49981689453125,391.954
18.735557556152344,-29.773786544799805,20130515111604,984.99755859375,392.378
18.737781524658203,-29.765863418579102,20130515111608,986.762451171875,392.746
18.737140655517578,-29.760725021362305,20130515111613,988.824951171875,393.134
20.61308479309082,54.793357849121094,20130515123030,22.147397994995117,398.979
20.605270385742188,54.786842346191406,20130515123035,21.932353973388672,397.779
20.60150146484375,54.780204772949219,20130515123040,21.530609130859375,397.992
15.417477607727051,53.167190551757812,20130515123126,57.452339172363281,395.898
15.415027618408203,53.162723541259766,20130515123130,57.458610534667969,398.03
15.41297435760498,53.161945343017578,20130515123135,57.44952392578125,397.558
17.232269287109375,47.221019744873047,20130515123244,131.73031616210938,395.004
16.642179489135742,45.914260864257812,20130515123249,127.48568725585938,396.759
8.4352359771728516,22.578983306884766,20130515123957,829.44256591796875,408.509
8.4345932006835938,22.577064514160156,20130515124002,829.30279541015625,409.423
7.8115568161010742,20.064533233642578,20130515124011,590.0933837890625,404.056
7.8083558082580566,20.060821533203125,20130515124016,588.4072265625,405.114
7.8076801300048828,20.058303833007812,20130515124020,587.94189453125,404.988
7.1731882095336914,17.604103088378906,20130515124120,403.71975708007812,402.84
7.1948480606079102,17.551673889160156,20130515124125,404.90216064453125,403.005
7.193671703338623,17.548240661621094,20130515124129,404.31903076171875,403.921
6.6068429946899414,15.02820873260498,20130515124134,454.40472412109375,402.135
6.6042485237121582,15.026206016540527,20130515124139,454.61807250976562,402.215
6.6037716865539551,15.024289131164551,20130515124143,454.48171997070312,402.359
6.023231029510498,12.516345977783203,20130515124248,332.6728515625,403.664
-22.791204452514648,16.036491394042969,20130515142013,49.552356719970703,399.624
-22.790834426879883,16.03913688659668,20130515142017,51.249805450439453,399.147
-22.791887283325195,16.046606063842773,20130515142022,57.516056060791016,399.895
-48.409130096435547,-12.713716506958008,20130515160609,494.63592529296875,396.699
-48.930515289306641,-15.271379470825195,20130515160614,603.01556396484375,394.284
-48.931503295898438,-15.269400596618652,20130515160618,600.99322509765625,393.469
-48.930751800537109,-15.267701148986816,20130515160623,599.8265380859375,394.58
-56.239459991455078,-34.783504486083984,20130515161159,39.7298583984375,393.286
-56.237445831298828,-34.770652770996094,20130515161209,43.213672637939453,395.679
-59.121860504150391,-34.300811767578125,20130515161213,23.621028900146484,392.496
-59.121242523193359,-34.297496795654297,20130515161218,23.750492095947266,392.751
-59.122871398925781,-34.290122985839844,20130515161222,24.210350036621094,391.47
-59.932029724121094,-36.805347442626953,20130515161227,145.58193969726562,391.622
-59.932525634765625,-36.803932189941406,20130515161232,145.38818359375,392.355
-59.932186126708984,-36.799610137939453,20130515161236,144.64492797851562,391.34
-65.398422241210938,43.686870574951172,20130515172830,35.740554809570312,397.597
-65.401870727539062,43.687290191650391,20130515172835,37.203651428222656,395.937
-65.404365539550781,43.689640045166016,20130515172840,38.650787353515625,397.308
-31.772642135620117,83.471458435058594,20130515185524,732.9462890625,394.641
-31.741222381591797,83.469505310058594,20130515185528,731.74835205078125,395.476
-85.000541687011719,48.050056457519531,20130515190537,419.88424682617188,401.333
-85.002792358398438,48.050071716308594,20130515190541,420.75473022460938,401.943
-89.222732543945312,46.197269439697266,20130515190628,532.52142333984375,401.226
-89.221183776855469,46.19964599609375,20130515190632,532.52447509765625,399.582
-89.221389770507812,46.205951690673828,20130515190637,532.72625732421875,400.404
-83.569206237792969,42.542736053466797,20130515190709,291.22442626953125,397.788
-83.57025146484375,42.538425445556641,20130515190714,291.19921875,399.86
-83.571952819824219,42.531646728515625,20130515190718,291.135498046875,401.474
-88.287506103515625,38.270076751708984,20130515190818,131.43960571289062,397.525
-88.289016723632812,38.266895294189453,20130515190823,131.05960083007812,398.163
-88.290702819824219,38.267269134521484,20130515190827,131.0655517578125,400.004
-85.37286376953125,37.584583282470703,20130515190832,212.92683410644531,399.14
-85.374069213867188,37.580036163330078,20130515190837,211.35247802734375,398.01
-85.375251770019531,37.574855804443359,20130515190841,209.69174194335938,398.387
-86.185005187988281,35.104190826416016,20130515190846,343.77774047851562,400.237
-86.189292907714844,35.099136352539062,20130515190850,342.2061767578125,400.837
-86.190658569335938,35.095020294189453,20130515190855,343.4844970703125,399.828
-104.72940826416016,58.075469970703125,20130515204057,525.72998046875,401.903
-104.73176574707031,58.071659088134766,20130515204102,527.432373046875,397.214
-104.73372650146484,58.07110595703125,20130515204107,528.2315673828125,401.52
-102.11562347412109,54.798358917236328,20130515204125,342.43954467773438,399.138
-102.12323760986328,54.791988372802734,20130515204130,340.71261596679688,400.24
-102.12702941894531,54.785549163818359,20130515204134,338.9312744140625,399.967
-107.10131072998047,45.023700714111328,20130515204411,1367.283447265625,398.925
-107.10674285888672,45.018051147460938,20130515204416,1370.5545654296875,398.917
-107.10922241210938,45.012214660644531,20130515204420,1367.0924072265625,398.186
-118.22223663330078,34.07568359375,20130515204734,132.787353515625,403.85
-118.23067474365234,34.038646697998047,20130515204738,92.010490417480469,402.019
-118.29351043701172,33.759437561035156,20130515204743,60.583354949951172,408.46
-114.28118133544922,33.314582824707031,20130515204752,451.11990356445312,400.662
-114.34437561035156,33.075992584228516,20130515204757,242.1627197265625,398.54
-114.34632110595703,33.076381683349609,20130515204801,240.299072265625,398.004
-111.61407470703125,32.412273406982422,20130515204806,643.06036376953125,397.939
-111.61621856689453,32.40863037109375,20130515204811,641.75054931640625,400.784
-113.02964782714844,27.357776641845703,20130515204929,305.26449584960938,401.139
-113.03055572509766,27.354467391967773,20130515204934,297.8115234375,401.268
-113.03205108642578,27.349668502807617,20130515204938,286.34320068359375,401.161
-125.99001312255859,62.915489196777344,20130515221755,1426.1466064453125,395.397
-157.07975769042969,61.085262298583984,20130515235652,143.10664367675781,403.358
-157.07649230957031,61.087512969970703,20130515235656,142.20037841796875,402.079
-157.0751953125,61.092979431152344,20130515235701,138.96502685546875,403.23
